Truth,Time,Substream_ID,Value0,Critical
D,229,0,D,False
E,230,0,E,True
C,231,0,C,False
B,232,0,B,False
C,233,0,C,False
A,234,0,A,False
D,235,0,D,False
E,236,0,E,True
A,237,0,A,False
C,238,0,C,False
B,239,0,B,False
E,240,0,E,True
C,241,0,C,False
A,242,0,A,False
C,243,0,C,False
B,244,0,B,False
E,245,0,E,True
C,246,0,C,False
A,247,0,A,False
D,248,0,D,False
E,249,0,E,True
C,250,0,C,False
A,251,0,A,False
C,252,0,C,False
B,253,0,B,False
C,254,0,C,False
A,255,0,A,False
D,256,0,D,False
E,257,0,E,True
C,258,0,C,False
A,259,0,A,False
C,260,0,C,False
A,261,0,A,False
C,262,0,C,False
A,263,0,A,False
C,264,0,C,False
A,265,0,A,False
D,266,0,D,False
D,267,0,D,False
D,268,0,D,False
E,269,0,E,True
A,270,0,A,False
C,271,0,C,False
A,272,0,A,False
A,273,0,A,False
C,274,0,C,False
A,275,0,A,False
A,276,0,A,False
C,277,0,C,False
A,278,0,A,False
D,279,0,D,False
E,280,0,E,True
C,281,0,C,False
B,282,0,B,False
E,283,0,E,True
A,284,0,A,False
C,285,0,C,False
A,286,0,A,False
D,287,0,D,False
E,288,0,E,True
A,289,0,A,False
C,290,0,C,False
A,291,0,A,False
A,292,0,A,False
D,293,0,D,False
D,294,0,D,False
E,295,0,E,True
A,296,0,A,False
C,297,0,C,False
B,298,0,B,False
E,299,0,E,True
A,300,0,A,False
D,301,0,D,False
D,302,0,D,False
E,303,0,E,True
C,304,0,C,False
A,305,0,A,False
D,306,0,D,False
D,307,0,D,False
E,308,0,E,True
C,309,0,C,False
B,310,0,B,False
E,311,0,E,True
A,312,0,A,False
C,313,0,C,False
A,314,0,A,False
D,315,0,D,False
D,316,0,D,False
E,317,0,E,True
A,318,0,A,False
D,319,0,D,False
E,320,0,E,True
A,321,0,A,False
D,322,0,D,False
D,323,0,D,False
E,324,0,E,True
C,325,0,C,False
A,326,0,A,False
D,327,0,D,False
D,328,0,D,False
D,329,0,D,False
E,330,0,E,True
A,331,0,A,False
D,332,0,D,False
E,333,0,E,True
C,334,0,C,False
A,335,0,A,False
D,336,0,D,False
D,337,0,D,False
E,338,0,E,True
C,339,0,C,False
A,340,0,A,False
D,341,0,D,False
E,342,0,E,True
C,343,0,C,False
A,344,0,A,False
D,345,0,D,False
D,346,0,D,False
E,347,0,E,True
C,348,0,C,False
A,349,0,A,False
C,350,0,C,False
A,351,0,A,False
A,352,0,A,False
D,353,0,D,False
D,354,0,D,False
E,355,0,E,True
C,356,0,C,False
A,357,0,A,False
D,358,0,D,False
E,359,0,E,True
C,360,0,C,False
B,361,0,B,False
E,362,0,E,True
A,363,0,A,False
C,364,0,C,False
A,365,0,A,False
D,366,0,D,False
D,367,0,D,False
E,368,0,E,True
C,369,0,C,False
A,370,0,A,False
C,371,0,C,False
A,372,0,A,False
A,373,0,A,False
C,374,0,C,False
A,375,0,A,False
C,376,0,C,False
A,377,0,A,False
C,378,0,C,False
A,379,0,A,False
D,380,0,D,False
E,381,0,E,True
C,382,0,C,False
B,383,0,B,False
C,384,0,C,False
B,385,0,B,False
C,386,0,C,False
A,387,0,A,False
D,388,0,D,False
E,389,0,E,True
A,390,0,A,False
D,391,0,D,False
E,392,0,E,True
C,393,0,C,False
A,394,0,A,False
D,395,0,D,False
D,396,0,D,False
D,397,0,D,False
E,398,0,E,True
C,399,0,C,False
A,400,0,A,False
C,401,0,C,False
A,402,0,A,False
C,403,0,C,False
A,404,0,A,False
C,405,0,C,False
A,406,0,A,False
C,407,0,C,False
A,408,0,A,False
D,409,0,D,False
E,410,0,E,True
C,411,0,C,False
A,412,0,A,False
C,413,0,C,False
B,414,0,B,False
C,415,0,C,False
A,416,0,A,False
C,417,0,C,False
A,418,0,A,False
A,419,0,A,False
C,420,0,C,False
A,421,0,A,False
C,422,0,C,False
B,423,0,B,False
E,424,0,E,True
C,425,0,C,False
B,426,0,B,False
E,427,0,E,True
C,428,0,C,False
A,429,0,A,False
D,430,0,D,False
E,431,0,E,True
C,432,0,C,False
B,433,0,B,False
C,434,0,C,False
A,435,0,A,False
D,436,0,D,False
E,437,0,E,True
C,438,0,C,False
A,439,0,A,False
C,440,0,C,False
A,441,0,A,False
C,442,0,C,False
A,443,0,A,False
C,444,0,C,False
B,445,0,B,False
E,446,0,E,True
C,447,0,C,False
A,448,0,A,False
C,449,0,C,False
A,450,0,A,False
D,451,0,D,False
D,452,0,D,False
E,453,0,E,True
C,454,0,C,False
A,455,0,A,False
A,456,0,A,False
A,457,0,A,False
C,458,0,C,False
A,459,0,A,False
D,460,0,D,False
E,461,0,E,True
A,462,0,A,False
C,463,0,C,False
A,464,0,A,False
D,465,0,D,False
D,466,0,D,False
D,467,0,D,False
E,468,0,E,True
C,469,0,C,False
B,470,0,B,False
C,471,0,C,False
B,472,0,B,False
C,473,0,C,False
A,474,0,A,False
C,475,0,C,False
B,476,0,B,False
C,477,0,C,False
A,478,0,A,False
C,479,0,C,False
B,480,0,B,False
E,481,0,E,True
C,482,0,C,False
A,483,0,A,False
C,484,0,C,False
B,485,0,B,False
C,486,0,C,False
A,487,0,A,False
D,488,0,D,False
D,489,0,D,False
E,490,0,E,True
A,491,0,A,False
C,492,0,C,False
A,493,0,A,False
C,494,0,C,False
B,495,0,B,False
C,496,0,C,False
A,497,0,A,False
A,498,0,A,False
C,499,0,C,False
A,500,0,A,False
A,501,0,A,False
C,502,0,C,False
B,503,0,B,False
C,504,0,C,False
B,505,0,B,False
C,506,0,C,False
A,507,0,A,False
D,508,0,D,False
D,509,0,D,False
E,510,0,E,True
C,511,0,C,False
B,512,0,B,False
E,513,0,E,True
C,514,0,C,False
A,515,0,A,False
A,516,0,A,False
C,517,0,C,False
A,518,0,A,False
D,519,0,D,False
E,520,0,E,True
C,521,0,C,False
B,522,0,B,False
E,523,0,E,True
A,524,0,A,False
C,525,0,C,False
A,526,0,A,False
D,527,0,D,False
D,528,0,D,False
E,529,0,E,True
C,530,0,C,False
A,531,0,A,False
A,532,0,A,False
A,533,0,A,False
C,534,0,C,False
A,535,0,A,False
C,536,0,C,False
A,537,0,A,False
D,538,0,D,False
E,539,0,E,True
C,540,0,C,False
B,541,0,B,False
E,542,0,E,True
C,543,0,C,False
B,544,0,B,False
E,545,0,E,True
C,546,0,C,False
B,547,0,B,False
E,548,0,E,True
A,549,0,A,False
C,550,0,C,False
B,551,0,B,False
E,552,0,E,True
C,553,0,C,False
A,554,0,A,False
D,555,0,D,False
E,556,0,E,True
C,557,0,C,False
A,558,0,A,False
A,559,0,A,False
C,560,0,C,False
B,561,0,B,False
C,562,0,C,False
B,563,0,B,False
E,564,0,E,True
C,565,0,C,False
A,566,0,A,False
D,567,0,D,False
D,568,0,D,False
E,569,0,E,True
C,570,0,C,False
A,571,0,A,False
C,572,0,C,False
A,573,0,A,False
C,574,0,C,False
B,575,0,B,False
E,576,0,E,True
C,577,0,C,False
B,578,0,B,False
E,579,0,E,True
C,580,0,C,False
A,581,0,A,False
C,582,0,C,False
A,583,0,A,False
D,584,0,D,False
E,585,0,E,True
C,586,0,C,False
A,587,0,A,False
C,588,0,C,False
A,589,0,A,False
D,590,0,D,False
E,591,0,E,True
C,592,0,C,False
A,593,0,A,False
C,594,0,C,False
B,595,0,B,False
E,596,0,E,True
C,597,0,C,False
A,598,0,A,False
D,599,0,D,False
E,600,0,E,True
A,601,0,A,False
C,602,0,C,False
A,603,0,A,False
C,604,0,C,False
B,605,0,B,False
E,606,0,E,True
C,607,0,C,False
A,608,0,A,False
D,609,0,D,False
E,610,0,E,True
A,611,0,A,False
D,612,0,D,False
D,613,0,D,False
E,614,0,E,True
C,615,0,C,False
A,616,0,A,False
D,617,0,D,False
E,618,0,E,True
C,619,0,C,False
A,620,0,A,False
D,621,0,D,False
D,622,0,D,False
E,623,0,E,True
C,624,0,C,False
A,625,0,A,False
C,626,0,C,False
B,627,0,B,False
C,628,0,C,False
B,629,0,B,False
E,630,0,E,True
C,631,0,C,False
A,632,0,A,False
C,633,0,C,False
A,634,0,A,False
C,635,0,C,False
A,636,0,A,False
C,637,0,C,False
B,638,0,B,False
C,639,0,C,False
A,640,0,A,False
C,641,0,C,False
A,642,0,A,False
C,643,0,C,False
A,644,0,A,False
D,645,0,D,False
E,646,0,E,True
C,647,0,C,False
B,648,0,B,False
C,649,0,C,False
A,650,0,A,False
D,651,0,D,False
E,652,0,E,True
A,653,0,A,False
A,654,0,A,False
C,655,0,C,False
A,656,0,A,False
D,657,0,D,False
E,658,0,E,True
A,659,0,A,False
C,660,0,C,False
A,661,0,A,False
D,662,0,D,False
E,663,0,E,True
C,664,0,C,False
B,665,0,B,False
E,666,0,E,True
C,667,0,C,False
A,668,0,A,False
C,669,0,C,False
A,670,0,A,False
C,671,0,C,False
B,672,0,B,False
E,673,0,E,True
C,674,0,C,False
A,675,0,A,False
D,676,0,D,False
E,677,0,E,True
C,678,0,C,False
A,679,0,A,False
C,680,0,C,False
B,681,0,B,False
E,682,0,E,True
C,683,0,C,False
A,684,0,A,False
C,685,0,C,False
B,686,0,B,False
C,687,0,C,False
B,688,0,B,False
E,689,0,E,True
C,690,0,C,False
A,691,0,A,False
D,692,0,D,False
E,693,0,E,True
C,694,0,C,False
A,695,0,A,False
C,696,0,C,False
B,697,0,B,False
E,698,0,E,True
A,699,0,A,False
C,700,0,C,False
A,701,0,A,False
D,702,0,D,False
E,703,0,E,True
C,704,0,C,False
A,705,0,A,False
C,706,0,C,False
A,707,0,A,False
A,708,0,A,False
D,709,0,D,False
E,710,0,E,True
C,711,0,C,False
A,712,0,A,False
D,713,0,D,False
E,714,0,E,True
A,715,0,A,False
D,716,0,D,False
D,717,0,D,False
E,718,0,E,True
A,719,0,A,False
C,720,0,C,False
A,721,0,A,False
C,722,0,C,False
A,723,0,A,False
C,724,0,C,False
B,725,0,B,False
E,726,0,E,True
A,727,0,A,False
C,728,0,C,False
A,729,0,A,False
D,730,0,D,False
E,731,0,E,True
A,732,0,A,False
C,733,0,C,False
A,734,0,A,False
C,735,0,C,False
A,736,0,A,False
C,737,0,C,False
A,738,0,A,False
D,739,0,D,False
E,740,0,E,True
C,741,0,C,False
B,742,0,B,False
E,743,0,E,True
A,744,0,A,False
D,745,0,D,False
E,746,0,E,True
A,747,0,A,False
A,748,0,A,False
D,749,0,D,False
D,750,0,D,False
E,751,0,E,True
C,752,0,C,False
A,753,0,A,False
C,754,0,C,False
A,755,0,A,False
D,756,0,D,False
E,757,0,E,True
C,758,0,C,False
B,759,0,B,False
E,760,0,E,True
A,761,0,A,False
C,762,0,C,False
B,763,0,B,False
E,764,0,E,True
A,765,0,A,False
C,766,0,C,False
A,767,0,A,False
C,768,0,C,False
B,769,0,B,False
C,770,0,C,False
B,771,0,B,False
C,772,0,C,False
A,773,0,A,False
C,774,0,C,False
B,775,0,B,False
E,776,0,E,True
C,777,0,C,False
B,778,0,B,False
C,779,0,C,False
B,780,0,B,False
E,781,0,E,True
C,782,0,C,False
A,783,0,A,False
D,784,0,D,False
E,785,0,E,True
C,786,0,C,False
A,787,0,A,False
A,788,0,A,False
C,789,0,C,False
B,790,0,B,False
E,791,0,E,True
A,792,0,A,False
C,793,0,C,False
A,794,0,A,False
D,795,0,D,False
E,796,0,E,True
C,797,0,C,False
B,798,0,B,False
E,799,0,E,True
C,800,0,C,False
A,801,0,A,False
C,802,0,C,False
A,803,0,A,False
D,804,0,D,False
E,805,0,E,True
C,806,0,C,False
A,807,0,A,False
C,808,0,C,False
A,809,0,A,False
D,810,0,D,False
E,811,0,E,True
C,812,0,C,False
B,813,0,B,False
E,814,0,E,True
C,815,0,C,False
B,816,0,B,False
C,817,0,C,False
A,818,0,A,False
D,819,0,D,False
E,820,0,E,True
C,821,0,C,False
A,822,0,A,False
C,823,0,C,False
A,824,0,A,False
A,825,0,A,False
D,826,0,D,False
E,827,0,E,True
C,828,0,C,False
A,829,0,A,False
C,830,0,C,False
A,831,0,A,False
D,832,0,D,False
E,833,0,E,True
C,834,0,C,False
A,835,0,A,False
C,836,0,C,False
A,837,0,A,False
C,838,0,C,False
A,839,0,A,False
D,840,0,D,False
E,841,0,E,True
C,842,0,C,False
A,843,0,A,False
C,844,0,C,False
A,845,0,A,False
D,846,0,D,False
D,847,0,D,False
E,848,0,E,True
C,849,0,C,False
B,850,0,B,False
E,851,0,E,True
C,852,0,C,False
A,853,0,A,False
D,854,0,D,False
E,855,0,E,True
C,856,0,C,False
B,857,0,B,False
C,858,0,C,False
B,859,0,B,False
E,860,0,E,True
A,861,0,A,False
D,862,0,D,False
D,863,0,D,False
D,864,0,D,False
E,865,0,E,True
C,866,0,C,False
A,867,0,A,False
A,868,0,A,False
C,869,0,C,False
A,870,0,A,False
C,871,0,C,False
B,872,0,B,False
E,873,0,E,True
C,874,0,C,False
A,875,0,A,False
D,876,0,D,False
E,877,0,E,True
C,878,0,C,False
B,879,0,B,False
E,880,0,E,True
A,881,0,A,False
C,882,0,C,False
B,883,0,B,False
E,884,0,E,True
C,885,0,C,False
A,886,0,A,False
C,887,0,C,False
A,888,0,A,False
D,889,0,D,False
E,890,0,E,True
C,891,0,C,False
A,892,0,A,False
D,893,0,D,False
D,894,0,D,False
D,895,0,D,False
E,896,0,E,True
A,897,0,A,False
C,898,0,C,False
A,899,0,A,False
D,900,0,D,False
D,901,0,D,False
D,902,0,D,False
E,903,0,E,True
C,904,0,C,False
B,905,0,B,False
E,906,0,E,True
A,907,0,A,False
C,908,0,C,False
A,909,0,A,False
C,910,0,C,False
A,911,0,A,False
C,912,0,C,False
B,913,0,B,False
E,914,0,E,True
C,915,0,C,False
A,916,0,A,False
C,917,0,C,False
A,918,0,A,False
D,919,0,D,False
D,920,0,D,False
E,921,0,E,True
C,922,0,C,False
B,923,0,B,False
E,924,0,E,True
C,925,0,C,False
A,926,0,A,False
D,927,0,D,False
D,928,0,D,False
E,929,0,E,True
C,930,0,C,False
A,931,0,A,False
D,932,0,D,False
E,933,0,E,True
A,934,0,A,False
C,935,0,C,False
A,936,0,A,False
D,937,0,D,False
E,938,0,E,True
C,939,0,C,False
A,940,0,A,False
D,941,0,D,False
D,942,0,D,False
D,943,0,D,False
E,944,0,E,True
C,945,0,C,False
A,946,0,A,False
C,947,0,C,False
A,948,0,A,False
C,949,0,C,False
B,950,0,B,False
E,951,0,E,True
C,952,0,C,False
B,953,0,B,False
E,954,0,E,True
C,955,0,C,False
A,956,0,A,False
D,957,0,D,False
E,958,0,E,True
C,959,0,C,False
A,960,0,A,False
C,961,0,C,False
A,962,0,A,False
C,963,0,C,False
B,964,0,B,False
E,965,0,E,True
C,966,0,C,False
B,967,0,B,False
E,968,0,E,True
C,969,0,C,False
A,970,0,A,False
C,971,0,C,False
B,972,0,B,False
C,973,0,C,False
A,974,0,A,False
C,975,0,C,False
B,976,0,B,False
E,977,0,E,True
A,978,0,A,False
C,979,0,C,False
A,980,0,A,False
C,981,0,C,False
A,982,0,A,False
D,983,0,D,False
D,984,0,D,False
E,985,0,E,True
C,986,0,C,False
A,987,0,A,False
C,988,0,C,False
B,989,0,B,False
C,990,0,C,False
B,991,0,B,False
E,992,0,E,True
C,993,0,C,False
A,994,0,A,False
C,995,0,C,False
B,996,0,B,False
E,997,0,E,True
C,998,0,C,False
A,999,0,A,False
C,1000,0,C,False
A,1001,0,A,False
D,1002,0,D,False
E,1003,0,E,True
C,1004,0,C,False
A,1005,0,A,False
D,1006,0,D,False
D,1007,0,D,False
D,1008,0,D,False
E,1009,0,E,True
A,1010,0,A,False
D,1011,0,D,False
E,1012,0,E,True
C,1013,0,C,False
A,1014,0,A,False
D,1015,0,D,False
E,1016,0,E,True
C,1017,0,C,False
B,1018,0,B,False
E,1019,0,E,True
C,1020,0,C,False
A,1021,0,A,False
C,1022,0,C,False
B,1023,0,B,False
C,1024,0,C,False
A,1025,0,A,False
A,1026,0,A,False
D,1027,0,D,False
D,1028,0,D,False
E,1029,0,E,True
C,1030,0,C,False
A,1031,0,A,False
C,1032,0,C,False
A,1033,0,A,False
D,1034,0,D,False
E,1035,0,E,True
C,1036,0,C,False
A,1037,0,A,False
D,1038,0,D,False
E,1039,0,E,True
A,1040,0,A,False
D,1041,0,D,False
E,1042,0,E,True
C,1043,0,C,False
A,1044,0,A,False
D,1045,0,D,False
D,1046,0,D,False
E,1047,0,E,True
C,1048,0,C,False
A,1049,0,A,False
C,1050,0,C,False
A,1051,0,A,False
C,1052,0,C,False
A,1053,0,A,False
C,1054,0,C,False
A,1055,0,A,False
D,1056,0,D,False
D,1057,0,D,False
E,1058,0,E,True
A,1059,0,A,False
D,1060,0,D,False
E,1061,0,E,True
C,1062,0,C,False
A,1063,0,A,False
C,1064,0,C,False
A,1065,0,A,False
C,1066,0,C,False
B,1067,0,B,False
C,1068,0,C,False
A,1069,0,A,False
D,1070,0,D,False
E,1071,0,E,True
C,1072,0,C,False
A,1073,0,A,False
D,1074,0,D,False
E,1075,0,E,True
A,1076,0,A,False
C,1077,0,C,False
A,1078,0,A,False
D,1079,0,D,False
D,1080,0,D,False
E,1081,0,E,True
C,1082,0,C,False
B,1083,0,B,False
E,1084,0,E,True
C,1085,0,C,False
A,1086,0,A,False
C,1087,0,C,False
A,1088,0,A,False
D,1089,0,D,False
E,1090,0,E,True
C,1091,0,C,False
A,1092,0,A,False
C,1093,0,C,False
A,1094,0,A,False
C,1095,0,C,False
A,1096,0,A,False
C,1097,0,C,False
A,1098,0,A,False
C,1099,0,C,False
A,1100,0,A,False
C,1101,0,C,False
A,1102,0,A,False
D,1103,0,D,False
E,1104,0,E,True
C,1105,0,C,False
A,1106,0,A,False
C,1107,0,C,False
A,1108,0,A,False
D,1109,0,D,False
E,1110,0,E,True
C,1111,0,C,False
B,1112,0,B,False
C,1113,0,C,False
A,1114,0,A,False
C,1115,0,C,False
A,1116,0,A,False
C,1117,0,C,False
A,1118,0,A,False
D,1119,0,D,False
E,1120,0,E,True
C,1121,0,C,False
A,1122,0,A,False
D,1123,0,D,False
E,1124,0,E,True
C,1125,0,C,False
B,1126,0,B,False
C,1127,0,C,False
B,1128,0,B,False
E,1129,0,E,True
C,1130,0,C,False
A,1131,0,A,False
C,1132,0,C,False
B,1133,0,B,False
E,1134,0,E,True
C,1135,0,C,False
A,1136,0,A,False
D,1137,0,D,False
E,1138,0,E,True
C,1139,0,C,False
B,1140,0,B,False
E,1141,0,E,True
C,1142,0,C,False
A,1143,0,A,False
C,1144,0,C,False
B,1145,0,B,False
C,1146,0,C,False
B,1147,0,B,False
E,1148,0,E,True
C,1149,0,C,False
A,1150,0,A,False
C,1151,0,C,False
A,1152,0,A,False
C,1153,0,C,False
A,1154,0,A,False
C,1155,0,C,False
B,1156,0,B,False
C,1157,0,C,False
A,1158,0,A,False
C,1159,0,C,False
A,1160,0,A,False
D,1161,0,D,False
E,1162,0,E,True
C,1163,0,C,False
A,1164,0,A,False
D,1165,0,D,False
D,1166,0,D,False
D,1167,0,D,False
E,1168,0,E,True
C,1169,0,C,False
B,1170,0,B,False
C,1171,0,C,False
A,1172,0,A,False
C,1173,0,C,False
A,1174,0,A,False
A,1175,0,A,False
D,1176,0,D,False
D,1177,0,D,False
E,1178,0,E,True
A,1179,0,A,False
D,1180,0,D,False
E,1181,0,E,True
C,1182,0,C,False
A,1183,0,A,False
D,1184,0,D,False
D,1185,0,D,False
D,1186,0,D,False
E,1187,0,E,True
C,1188,0,C,False
B,1189,0,B,False
E,1190,0,E,True
C,1191,0,C,False
A,1192,0,A,False
D,1193,0,D,False
E,1194,0,E,True
C,1195,0,C,False
B,1196,0,B,False
C,1197,0,C,False
A,1198,0,A,False
D,1199,0,D,False
E,1200,0,E,True
A,1201,0,A,False
C,1202,0,C,False
B,1203,0,B,False
E,1204,0,E,True
C,1205,0,C,False
B,1206,0,B,False
C,1207,0,C,False
A,1208,0,A,False
D,1209,0,D,False
E,1210,0,E,True
A,1211,0,A,False
C,1212,0,C,False
B,1213,0,B,False
E,1214,0,E,True
A,1215,0,A,False
A,1216,0,A,False
C,1217,0,C,False
B,1218,0,B,False
E,1219,0,E,True
C,1220,0,C,False
A,1221,0,A,False
C,1222,0,C,False
B,1223,0,B,False
E,1224,0,E,True
C,1225,0,C,False
A,1226,0,A,False
D,1227,0,D,False
E,1228,0,E,True
C,1229,0,C,False
B,1230,0,B,False
E,1231,0,E,True
A,1232,0,A,False
C,1233,0,C,False
A,1234,0,A,False
C,1235,0,C,False
A,1236,0,A,False
C,1237,0,C,False
A,1238,0,A,False
A,1239,0,A,False
C,1240,0,C,False
A,1241,0,A,False
C,1242,0,C,False
A,1243,0,A,False
C,1244,0,C,False
A,1245,0,A,False
A,1246,0,A,False
D,1247,0,D,False
E,1248,0,E,True
C,1249,0,C,False
A,1250,0,A,False
D,1251,0,D,False
E,1252,0,E,True
C,1253,0,C,False
A,1254,0,A,False
C,1255,0,C,False
A,1256,0,A,False
C,1257,0,C,False
A,1258,0,A,False
C,1259,0,C,False
A,1260,0,A,False
D,1261,0,D,False
E,1262,0,E,True
C,1263,0,C,False
A,1264,0,A,False
A,1265,0,A,False
C,1266,0,C,False
A,1267,0,A,False
C,1268,0,C,False
A,1269,0,A,False
D,1270,0,D,False
E,1271,0,E,True
A,1272,0,A,False
C,1273,0,C,False
A,1274,0,A,False
C,1275,0,C,False
B,1276,0,B,False
E,1277,0,E,True
C,1278,0,C,False
A,1279,0,A,False
A,1280,0,A,False
C,1281,0,C,False
A,1282,0,A,False
A,1283,0,A,False
D,1284,0,D,False
E,1285,0,E,True
A,1286,0,A,False
D,1287,0,D,False
D,1288,0,D,False
D,1289,0,D,False
E,1290,0,E,True
A,1291,0,A,False
C,1292,0,C,False
B,1293,0,B,False
C,1294,0,C,False
A,1295,0,A,False
C,1296,0,C,False
B,1297,0,B,False
E,1298,0,E,True
C,1299,0,C,False
B,1300,0,B,False
E,1301,0,E,True
C,1302,0,C,False
A,1303,0,A,False
C,1304,0,C,False
A,1305,0,A,False
C,1306,0,C,False
A,1307,0,A,False
D,1308,0,D,False
E,1309,0,E,True
C,1310,0,C,False
A,1311,0,A,False
C,1312,0,C,False
B,1313,0,B,False
E,1314,0,E,True
C,1315,0,C,False
A,1316,0,A,False
D,1317,0,D,False
E,1318,0,E,True
C,1319,0,C,False
A,1320,0,A,False
C,1321,0,C,False
A,1322,0,A,False
D,1323,0,D,False
E,1324,0,E,True
C,1325,0,C,False
A,1326,0,A,False
A,1327,0,A,False
D,1328,0,D,False
D,1329,0,D,False
E,1330,0,E,True
C,1331,0,C,False
A,1332,0,A,False
D,1333,0,D,False
E,1334,0,E,True
C,1335,0,C,False
B,1336,0,B,False
E,1337,0,E,True
A,1338,0,A,False
D,1339,0,D,False
E,1340,0,E,True
A,1341,0,A,False
D,1342,0,D,False
E,1343,0,E,True
C,1344,0,C,False
A,1345,0,A,False
C,1346,0,C,False
B,1347,0,B,False
E,1348,0,E,True
C,1349,0,C,False
A,1350,0,A,False
C,1351,0,C,False
A,1352,0,A,False
D,1353,0,D,False
E,1354,0,E,True
C,1355,0,C,False
B,1356,0,B,False
C,1357,0,C,False
A,1358,0,A,False
